https://www.wikidata.org/wiki/Q971967	XAINTRAILLES ou SAINTRAILLES (Jean Poton de), gentilhomme gascon, vaillant capitaine de Charles VII, ami de La Hire et compagnon de Jeanne d'Arc ; m. en 1461.
https://www.wikidata.org/wiki/Q18690050	XANTHE ou XANTHOS [toss], fleuve de la Turquie d'Asie (Anatolie), qui se jette dans la Méditerranée ; 130 kil.
https://www.wikidata.org/wiki/Q380401	XANTHIPPE, général athénien, père de Périclès, vainqueur des Perses à Mycale (479 av. J.-C.).
https://www.wikidata.org/wiki/Q233677	XANTHIPPE, femme de Socrate, connue par son humeur acariâtre.
https://www.wikidata.org/wiki/Q433455	XANTHIPPE, Lacédémonien qui commandait les armées carthaginoises et fit prisonnier Régulus en 255 av. J.-C.
https://www.wikidata.org/wiki/Q17760	XENIL ou JENIL (le), riv. d'Espagne, affluent du Guadalquivir (r. dr.). Il passe à Grenade et à Ecija ; 243 kil.
https://www.wikidata.org/wiki/Q214121	XÉNOCRATE, philosophe grec, né à Chalcédoine, disciple de Platon, dont il s'efforça de concilier les doctrines avec le pythagorisme (406-314 av. J.-C.).
https://www.wikidata.org/wiki/Q131671	XÉNOPHANE, philosophe grec, fondateur de l'école d'Elée, né à Colophon, vers la fin du vie siècle av. J.-C. ; auteur d'un poème sur la Nature des choses, dont nous possédons quelques fragments.
https://www.wikidata.org/wiki/Q129772	XÉNOPHON, illustre historien, philosophe et général athénien, un des élèves préférés de Socrate. Après s'être distingué dans la guerre du Péloponèse, il dirigea la retraite des Dix-Mille. Plus tard il combattit à Coronée contre ses concitoyens qui l'avaient banni et ne rappelèrent cette sentence que vingt ans plus tard. Il est l'auteur de l'Anabase, de la Cyropédie, des Dits mémorables de Socrate, des Helléniques, etc. Esprit curieux et ingénieux, bon témoin des choses de son temps, écrivain simple, élégant et spirituel ; né entre 430 et 425, m. vers 352 av. J.-C.
https://www.wikidata.org/wiki/Q12303	XÉRÈS, JERÈS ou JEREZ [kè], v. d'Espagne (Andalousie) ; 63.500 h. Célèbre par ses vins. Alcazar et murailles du temps des Maures.
https://www.wikidata.org/wiki/Q474291	XERTIGNY, ch.-l. de c. (Vosges), arr. d'Epinal, sur l'Amercy ; 3.500 h. Ch. de f. E.
https://www.wikidata.org/wiki/Q129165	XERXÈS (en perse KHSHAYARSHA) Ier, roi de Perse de 485 à 465 av. J.-C., fils de Darius Ier. Après avoir soumis l'Egypte révoltée, il reprit contre la Grèce les projets de son père, envahit l'Attique et ruina Athènes ; mais il fut vaincu à Salamine et dut regagner l'Asie en fugitif. — Xerxès II, fils d'Artaxerxès, roi de Perse en 425, assassiné la même année par son frère Sogdianos.
https://www.wikidata.org/wiki/Q342392	XIMÉNÈS [ki-mé-nèss] ou JIMÉNÈS, cardinal, ministre d'Espagne et grand inquisiteur, né en Castille. Il commença l'affranchissement du trône en opposant les villes aux seigneurs et en donnant aux communes le pouvoir de lever et d'entretenir des troupes. Il fut un grand homme politique ; mais il cimenta les assises de l'unité monarchique avec du sang humain [(1436-1517).
https://www.wikidata.org/wiki/Q49544	XINGU (le), riv. du Brésil, tributaire de l'Amazone (riv. dr.) ; 2.100 kil.
https://www.wikidata.org/wiki/Q14311	XUCAR ou JUCAR, fl. d'Espagne, qui se jette dans la Méditerranée ; 500 kil.
https://www.wikidata.org/wiki/Q67101	XYLANDER (Wilhelm), philologue allemand, né à Augsbourg (1532-1596).
